id_lex	\ms	\dfr	\smr	\dfe	\sme	\dff	\smf	\sn	\src	\syn	\synor	\ant	\antor
265	0	живо́й		alive		vivant			BE, LJ				
266	0	живо́й		alive		vivant							
267	0	пти́ца	(вид)	bird	(species)	oiseau (m)	(espèce)						
268	1	, фрукт		fruit		fruit (m)							
268	2	, ту́ловище		body		corps (m)	(constitution)		GA, GD				
268	3	ствол	де́рева	trunk		tronc (m)							
269	0	пре́док		ancestor		ancêtre (m)							
270	0	, здорове́нный	(о лю́дях)			très balaise	(personne)						
271	0	, здоро́ваться	(с --	greet		lien (m) de parenté	(qn --		LJ				
272	0	змея́	(вид)	snake		serpent (m)	(espèce)	Naja nigricollis	YA, SE, LJ				
273	1	иска́ть		look for		chercher			LJ, BE, MG, SB				
273	2	жела́ть	(же́нщину, де́нег, бога́тства, веще́й --	desire		désirer	(une femme, de l'argent; avoir des biens, de la richesse --		LJ				
274	0	куда́?		where?		où							
275	0	"мее"	назва́ние мужско́го кла́на			"mée"	(nom d'un clan)						
276	1	свя́занный родство́м				, apparenté							
276	2	свя́занный соглаше́нием				lié par l'alliance							
277	0	то́ракс	(у членистоно́гих)			thorax (m)	(d'insecte)						
278	1	руба́шка	(любо́го фасо́на)	shirt		chemise (f)			LJ				
278	2	бубу́							SB, LJ				
280	1	бли́зкий ро́дственник				parent (m)			DJ, LJ				
280	2	пре́док				ancêtre (m)			SB, LJ				
280	3	подчинённый							DJ, LJ				
281	0	-щик	(су́ффикс и́мени де́ятеля и и́мени па́циенса-мужчи́ны)	-or	(suffix of noun of male agent / patient)	-eur	(suffixe au nom d'agent ou de patient masculin)						
282	1	, осо́ба		, human		, personne (f)			GJ				
282	2	мужчи́на		man	(male human)	homme				gɔ̄ɔ̂n	gɔɔn-		
282	3	, кто́-то	(в фу́нкции неопределённого местоиме́ния)	, someone		, quelqu'un	(en fonction du pronom indéfini)						
283	1	тот, кто		one who	(indefinite pronoun)	celui qui			MG, LJ				
283	2	ка́ждый		every					DJ, LJ				
284	0	А\фрика		Africa		Afrique							
285	1	, подру́жка	в отношениях между молодым человеком и девушкой, нейтр. стиль	, girlfriend		, chéri, -e (m, f)	(nom d'intimité entre un garçon et une fille)		GJ, LJ				
285	2	любо́вник							DJ, LJ				
287	0	ты	местоиме́ние автоно́мной се́рии	you 	2 pers. sg. pronoun of the autonomous series	toi	pronom de la série autonome						
289	0	лень				paresse (f)							
290	1	цвето́к		flower		fleur (f)							
290	2					arbre (m)			LJ				
291	0	плодо́вое де́рево	(вид)	tree	(spec)	arbre (m) fruitier	(espèce)						
292	0	плод де́рева "биан"	(ки́слый на вкус, их сосу́т)	fruit		fruit (m) de l'arbre "=bhiaɔng"	(acide; on les suce)						
293	0	деревя́нная ло́жка		wooden spoon		louche (f) en bois							
294	0	мину́та		minite		minute (f)							
295	0	потому́ что		because		, parce que							
296	0	, раска́чиваться	(руко́й, ного́й, голово́й)	shake		, se balancer	(la main, le pied, la tête)						
297	0	са́харный тростни́к				canne (f) à sucre							
300	0	, жи́тель				, citoyen (m)							
301	1	лову́шка	(в ви́де кле́тки; на ме́лкого зве́ря: мышь, бе́лку, кры́су)			piège (m)	(sous forme de cage; à petits animaux: souris, écureuil, rat palmiste)		LJ				
301	2	су́мка				gibecière (f)			LJ	zɔ̏ɔ	-zɔɔ		
301	3	кле́тка							DJ, LJ				
302	0	, больша́я свя́зка		heap?		, balle (f)	(gros tas bien attaché: bagage, habits, fagot)						
303	1	, иго́лка				aiguille (f)			MB, LJ				
303	2	, уко́л				, piqûre (f)			LJ				
304	0	подста́вка				, support (m) de bagage	(pour porter le bagage sur la tête)						
305	0	, гу́сто				densément							
306	0	, шприц	(шве́йная, хирурги́ческая)			, seringue (f)	(à coudre, de chirurgie)			pȉɤgā (1)	-piöga		
307	0	шимпанзе́		chimpanzee		chimpanzé (m)				klùʌ	=kluë		
308	0	надува́ть				, enfler							
309	0	, пятна́ть	(что-л --			, barbouiller de	(qch --						
310	0	очки́				lunettes							
311	0	, валу́х		sheep		, brebis (f)			DJ, --LJ				
312	0	ночна́я пти́ца	(вид)	bird	(spec)	oiseau (m) de nuit	(espèce)						
314	1	огро́мный	(сли́шком большо́й, что́бы нести́ в рука́х)			énorme	(trop gros pour être porté)						
314	2					pas trop juste, mais acceptable							
315	1	уваже́ние	и́ли благода́рность при по́мощи пода́рков			respect (m)	(exprimer le respect ou la reconnaissance avec des cadeaux)		DJ, LJ				
315	2	пода́рок	(к пра́зднику)	gift		cadeau (m)	(pour honorer qn; festif)		LJ	bhlʌ̀kʌ̄pʌ̏			
316	0	съедо́бный терми́т		termite		termite (m) ailé	(toutes les espèces comestibles)						
317	0	пода́рок	(к пра́зднику)	gift		cadeau (m)	(pour honorer qn; festif)			bhlʌ̀	=bhlë		
318	1	пра́здник				fête (f)	(organisé en l'honneur de qn)		LJ, CE				
318	2	щедро́ты				largesses (fpl)			GJ, LJ				
319	0	, глубо́кая дыра́				, trou (m) profond							
320	1	, досто́йный				, respectable			GJ				
320	2	великоле́пный							GJ				
321	1	, мало		a little		un peu			DJ, LJ				
321	2	, никако́й		none					LJ				
322	1.1	, жи́дкий	(о том, что невозмо́жно удержа́ть в рука́х)			, trop souple							
322	1.2	пло́хо увя́занный	(бага́ж)			mal attaché	(de bagage composé de plusieurs éléments)						
322	2	, жи́рный	(о челове́ке)			trop corpulent							
323	0	де́рево	(вид)	tree	(species)	arbre (m)	(espèce)						
324	0	, тестообра́зный		sticky		, liquide							
325	0	о́чень бе́лый гриб	(съедо́бный)	white mushroom	(edible)	champignon (m)	(espèce, très blanche; comestible)						
326	0	, выжима́ть		, wring out		, exprimer	(le jus d'orange, de citron; le miel)						
327	0	уны́ние				découragement (m)							
328	0	ме́дленно		slowly		, doucement							
329	0	де́рево				arbre (m)	(espèce)						
331	2	урожа́й		field		récolte (f)			GJ				
332	0	, прозра́чный				, clair							
334	0	вре́менное жильё	(у да́льнего по́ля, во вре́мя полевы́х рабо́т)	farm settlement		campement (m)	(pour les travailleurs aux champs)			káŋbáä	'kangbaa		
335	1	, мя́киш	(хле́ба)			, mie (f)	(du pain)						
335	2	денти́н											
336	0	пе́чень	чел, жив, пт	liver		foie (m)							
337	1	, не я́сный				, pas clair	(visible à travers du brouillard)						
337	2	бле́дный	(о цве́те)	pale		pâle	(de couleur)						
338	0	, паке́т	(в --	, parcel		, colis (m)	(dans --		SB				
339	0	гу́сеница	(вид)			chenille (f)	(espèce, env. 5 cm long., rouge-noir, mange les escargots; non comestible)						
340	0		(за женщиной)			rapports sexuels	(à une femme --						
341	0	мужчи́на бра́чного во́зраста				garçon (m) en âge de se marier							
342	1.1	друг		boy-friend		, concubin (m)							
342	1.2	любо́вник	(заму́жней же́нщины)			amant (m)	(d''une femme mariée)						
342	2					des jeunes							
343	1	шлю́ха		hooker		femme (f) facile							
343	2	проститу́тка				prostituée (f)							
344	0	кото́рый?		which		lequel?							
345	1	сухожи́лие		tendon		tendon (m)							
345	2	, му́скул		muscle		muscle (m)							
345	3	нерв	(зубно́й)	nerf		nerf (m)							
346	0	варико́зное расшире́ние вен				varice (f)							
347	1	хи́трый	(но не злой)	crafty		rusé							
347	2	вызыва́ющий подозре́ние				suspect	(en qui on n'a pas confiance)						
348	0	, кле́йкий		sticky		collant							
349	0	вью́щееся расте́ние	(вид)			plante (m)	(espèce de plante grimpante de brousse, porte des fruits comestibles qui ressemblent aux pommes)						
350	1	, виве́рра	(вид)	large-spotted genet		genette (f) à grandes taches	(longueur sans queue: 40 à 50 cm, pattes courtes, face proportionnellement courte. Coloration de base gris brunâtre à jaunâtre pâle ou blanc-chamois avec des taches foncées, généralement grandes et allongées. Habitat: brousse, forêts peu denses)	Genetta tigrina					
350	2	за́яц							GJ				
351	1					tout rond	(fruit, ballon, etc.)						
351	2.1	уве́чный	от рождения или в рез-те болезни			, malformé	(enfant, né sans bouche, ni doigts et orteils, sans oreilles, etc.)						
351	2.2	беспалый	без пальцев рук и ног			sans doigts et sans orteils							
352	1	кусо́к	(де́рева)			morceau (m)	(de bois; 50-100 cm)		LJ				
352	2		(кале́ка от рожде́ния)			moignon (m)	(sans jambes de naissance)		LJ				
353	0	рис		rice		riz (m)			LJ				
354	0	коза́	(африка́нская)	goat		, chèvre (f)							
355	1												
355	1.1	, собира́ть				cueillir			LJ, DJ, SB				
355	1.2	собира́ть урожа́й		harvest		récolter			LJ, DJ				
355	1.3	, раскорчёвывать	(по́ле)			, débroussailler			LJ, DJ, SB				
355	2	убира́ть	(отку́да --			enlever	(de --		LJ				
355	3	брить		shave		raser			LJ				
355	4	увольня́ть	(разводи́ться)			congédier	(de travail -		BE, LJ				
355	5	ста́вить	(кому --	set down		poser	(celui qui est très intelligent, qui cherche une solution à chaque problème)		BE, LJ				
355	6	де́лать		do		faire							
356	0	вну́тренний у́гол	(до́ма)	corner		coin (m) intérieur	(de la maison)						
357	0						interjection d'appel (à l'aide, au secours, etc.)						
358	0	расте́ние	(кото́рое испо́льзуют в ка́честве зубочи́стки)	plant		plante (f)	(qui fournit des cure-dents)						
359	0	, бо́ров	(у кабана́)	pig		porc (m)	(du phacochère)		LJ, GA, MA				
360	1	ше́я	(у птиц, живо́тных)	neck		cou (m)	(d'homme, d'animal)		GA, KD, MA				
360	2	, прото́ракс				prothorax (m)			KD				
361	1	, роди́ться	(то́лько о ду́хе	be born		naître			DJ, LJ				
361	2	, отраста́ть	(о волоса́х)	, shoot	(of plant, hair)	, pousser	(cheveux)			dȁ, yɤ̄	-da, yö		
361	3	, струи́ться		flow		couler							
361	4	, отодвига́ть(ся)		step back		reculer			LJ				
361	5	, походи́ть	(на --	resemble		, avoir l'air	(de --		LJ, GJ, SB				
361	6	, истреби́ть	(кого/что --	finish	(smb --	, anéantir	(qn/qch --		LJ				
361	7			be about to	(do smth --	, sur le point	(de --		LJ				
362	0	пояс	(плетёный, для влеза́ния на па́льму)	cord		ceinture (f)	(tissée, pour grimper sur le palmier)						
365	0	во́рон				corbeau (m)							
367	0	маши́на		car		voiture (f)							
368	0	лист расте́ния	(испо́льзуется в ка́честве таре́лки)			feuille (m)	(servant d'une assiette)						
369	0	собра́ние		meeting		réunion (f)							
370	1	, быть спосо́бным	(сде́лать что-л --	, be able	(to --	pouvoir	(qch --		LJ				
370	2	, подходи́ть	(для --	suffice	(for --	, convenir	(à --		LJ				
